Cause
OLE Equipment Failure
No fault found
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Bird Strike
Bird Strike
Bird strike
Bird strike
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
Suspect bird strike
Suspect bird strike
Suspect bird strike
Suspect bird strike
Suspect bird strike
No fault found
No fault found
No fault found
Bird strike
Bird strike
OLE Equipment Failure
OLE Equipment Failure
Historic fault closed
Historic fault closed
Overload (Class 90)
vegetation
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
No fault found
No fault found
Bird strike
Bird strike
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
OLE Equipment Failure
Foreign Object
Foreign Object
Foreign Object
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Overload
Overload
vegetation
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
No fault found
No fault found
Weather
Weather
Weather
Weather
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
Bird Strike
No fault found
No fault found
Bird nest 
Bird nest 
No fault found
No fault found
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
vegetation
No fault found
No fault found
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
Bird strike
Bird strike
Bird Strike
No fault found
Overload (Class 90)
No fault found
No fault found
No fault found
No fault found
Overload (Class 90)
No fault found
No fault found
Bird Strike
Bird Strike
Distribution
Bird Strike
Bird Strike
vegetation
vegetation
Foreign Object
Foreign Object
Foreign Object
No fault found
No fault found
Water Ingress
Water Ingress
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
Bird strike
Bird strike
Bird strike
Bird strike
Suspect bird strike
Suspect bird strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
vegetation
DNO supply
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Water Ingress
Water Ingress
Water Ingress
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Overload (Class 90)
Overload (Class 90)
Overload (Class 90)
Overload (Class 90)
Bird strike
Bird strike
Overload (Class 90)
Overload (Class 90)
No fault found
No fault found
No fault found
No fault found
No fault found
Operational Error
Operational Error
Bird Strike
Bird Strike
No fault found
Bird Strike
Bird Strike
Bird Strike
Bird Strike
OLE Equipment Failure
OLE Equipment Failure
Overload
Overload
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
Suspect bird strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
No fault found
No fault found
Bird Strike
No fault found
No fault found
Bird strike
Bird strike
No fault found
No fault found
Bird nest 
No fault found
No fault found
vegetation
vegetation
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
Bird strike
Bird strike
Bird strike
Bird strike
Bird strike
Bird strike
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
Vegetation
Vegetation
No fault found
No fault found
No fault found
Faulty Train Unit
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
vegetation
vegetation
vegetation
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
Bird strike
Bird strike
No fault found
No fault found
Historic fault closed
Historic fault closed
No fault found
No fault found
Bird Strike
Bird Strike
Bird Strike
Suspect Faulty Train Unit
Suspect Faulty Train Unit
OLE Equipment Failure
OLE Equipment Failure
vegetation
vegetation
No fault found
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Overload (Class 90)
Vegetation
Vegetation
No fault found
No fault found
Faulty Train Unit
Faulty Train Unit
Faulty Train Unit
Faulty Train Unit
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
Water ingress
Water ingress
Water ingress
Water ingress
Water ingress
Water ingress
Water ingress
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
vegetation
Overload (Class 90)
No fault found
Overload (Class 90)
Overload (Class 90)
No fault found
No fault found
No fault found
Foreign Object
Foreign Object
Foreign Object
Foreign Object
Foreign Object
Foreign Object
Overload (Class 90)
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
vegetation
vegetation
Bird strike
Bird strike
No fault found
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
OLE Equipment Failure
Isolation irregularity
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
Faulty Train Unit
Faulty Train Unit
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Bird strike
Bird strike
Bird strike
Bird strike
No fault found
No fault found
Bird strike
Bird strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
Bird Strike
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
No fault found
No fault found
Bird Strike
Bird Strike
Bird strike
Bird strike
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
Bird strike
Bird strike
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
No fault found
No fault found
vegetation
vegetation
No fault found
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
Overload (Class 90)
vegetation
vegetation
vegetation
vegetation
vegetation
Bird strike
Bird strike
No fault found
vegetation
Foreign Object
vegetation
vegetation
Bird Strike
Bird Strike
vegetation
No fault found
No fault found
Suspect bird strike
No fault found
No fault found
No fault found
Suspect bird strike
Suspect bird strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird nest 
Bird nest 
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
No fault found
No fault found
vegetation
vegetation
vegetation
Bird strike
Bird strike
No fault found
No fault found
vegetation
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Bird strike
Bird Strike
Bird Strike
vegetation
vegetation
Water Ingress
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
vegetation
Overload
Overload
Overload
No fault found
No fault found
No fault found
No fault found
Foreign Object
Foreign Object
vegetation
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Vegetation
Bird nest 
Bird nest 
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Vegetation
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
Bird strike
Bird strike
Bird strike
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
Bird strike
Bird strike
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
vegetation
vegetation
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Vegetation
Vegetation
vegetation
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
No fault found
No fault found
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Bird nest 
vegetation
vegetation
No fault found
No fault found
vegetation
vegetation
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
No fault found
Distribution
Distribution
No fault found
No fault found
Bird nest 
Bird nest 
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird nest 
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
Bird Strike
No fault found
No fault found
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Bird Strike
Bird Strike
Suspect bird strike
Suspect bird strike
OLE Equipment Failure
No fault found
No fault found
vegetation
vegetation
vegetation
No fault found
No fault found
Vegetation
Vegetation
Bird Strike
Bird Strike
Suspect bird strike
Suspect bird strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Vegetation
No fault found
No fault found
Bird strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Bird nest 
Bird nest 
Bird strike
Bird strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
Bird nest 
Bird nest 
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
vegetation
vegetation
vegetation
Bird nest 
Bird nest 
Bird strike
Bird strike
Bird strike
Bird strike
Bird Strike
Bird Strike
Bird strike
Bird strike
Bird Strike
Bird Strike
OLE Equipment Failure
OLE Equipment Failure
Bird strike
Bird strike
vegetation
vegetation
No fault found
No fault found
No fault found
Bird nest 
Bird nest 
Bird nest 
Bird strike
Bird strike
No fault found
No fault found
No fault found
No fault found
No fault found
Bird strike
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
No fault found
Bird strike
Bird strike
Historic fault closed
Historic fault closed
vegetation
Bird Strike
Bird Strike
Bird strike
Bird strike
Distribution
Distribution
Distribution
Overload (Class 90)
Overload (Class 90)
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
Overload (Class 90)
Overload (Class 90)
vegetation
vegetation
Overload
Overload
Faulty Train Unit
Overload (Class 90)
Overload (Class 90)
No fault found
No fault found
Vegetation
Vegetation
Vegetation
Suspect bird strike
Historic fault closed
Historic fault closed
OLE Equipment Failure
OLE Equipment Failure
Weather
No fault found
No fault found
No fault found
Historic fault closed
Historic fault closed
Historic fault closed
vegetation
vegetation
No fault found
No fault found
Bird strike
Bird strike
No fault found
No fault found
Foreign Object
Foreign Object
Foreign Object
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
Bird Strike
Bird Strike
Bird Strike
Bird nest 
Bird Strike
Bird Strike
Bird nest 
Bird nest 
No fault found
No fault found
No fault found
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Weather
Weather
Weather
vegetation
No fault found
No fault found
No fault found
Foreign Object
Foreign Object
Bird Strike
Bird Strike
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
Bird Strike
Bird Strike
Historic fault closed
Historic fault closed
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
No fault found
No fault found
Bird Strike
Bird Strike
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
No fault found
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Historic fault closed
Historic fault closed
OLE Equipment Failure
Bird nest 
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Bird nest 
Historic fault closed
Historic fault closed
No fault found
No fault found
Water Ingress
Water Ingress
No fault found
No fault found
Historic fault closed
Historic fault closed
No fault found
No fault found
Distribution
No fault found
No fault found
Historic fault closed
Historic fault closed
Historic fault closed
Vegetation
Vegetation
No fault found
No fault found
Bird strike
Bird strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Suspect vegetation
Suspect vegetation
No fault found
No fault found
Bird strike
Bird strike
Bird Strike
Bird Strike
No fault found
No fault found
vegetation
vegetation
Vegetation
Vegetation
Bird strike
Bird strike
Suspect bird strike
Suspect bird strike
No fault found
No fault found
Faulty Train Unit
Faulty Train Unit
Faulty Train Unit
Suspect bird strike
Suspect bird strike
No fault found
No fault found
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
No fault found
vegetation
vegetation
Suspect bird strike
Historic fault closed
Historic fault closed
Bird strike
Bird strike
Bird strike
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
Bird strike
Bird strike
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
OLE Equipment Failure
OLE Equipment Failure
Bird strike
Bird strike
Bird strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
Distribution
Distribution
Distribution
Distribution
Distribution
Bird strike
Bird strike
Bird Strike
No fault found
No fault found
No fault found
vegetation
vegetation
vegetation
No fault found
vegetation
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
Bird strike
Bird strike
Bird strike
Bird Strike
Bird Strike
Vegetation
Vegetation
vegetation
vegetation
No fault found
No fault found
Bird Strike
Bird Strike
Bird Strike
Faulty Train Unit
Faulty Train Unit
Faulty Train Unit
Faulty Train Unit
Faulty Train Unit
No fault found
No fault found
No fault found
No fault found
No fault found
Overload (Class 90)
Overload (Class 90)
Overload (Class 90)
vegetation
vegetation
Overload (Class 90)
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
vegetation
vegetation
Bird strike
No fault found
No fault found
Bird strike
Bird strike
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
Historic fault closed
Historic fault closed
No fault found
No fault found
Bird strike
Bird strike
Bird strike
Vegetation
Faulty Train Unit
Faulty Train Unit
Faulty Train Unit
Faulty Train Unit
Faulty Train Unit
Faulty Train Unit
No fault found
Bird strike
No fault found
No fault found
Weather
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
Suspect bird strike
Suspect bird strike
OLE Equipment Failure
OLE Equipment Failure
Historic fault closed
Historic fault closed
Historic fault closed
Suspect bird strike
Suspect bird strike
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
Overload (Class 90)
Overload (Class 90)
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Vegetation
Vegetation
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
Bird strike
Bird strike
Distribution
Distribution
Distribution
No fault found
Overload (Class 90)
Distribution
Distribution
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
Overload
Overload
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
vegetation
Bird Strike
Bird strike
Bird strike
vegetation
vegetation
No fault found
No fault found
Historic fault closed
Historic fault closed
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
Foreign Object
Bird nest 
Bird nest 
No fault found
No fault found
Foreign Object
Foreign Object
Overload (Class 90)
Bird Strike
Bird Strike
Bird Strike
Bird Strike
vegetation
vegetation
vegetation
No fault found
Bird Strike
Bird Strike
Bird strike
vegetation
vegetation
No fault found
No fault found
No fault found
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
Suspect bird strike
Suspect bird strike
Bird Strike
Bird Strike
Bird Strike
No fault found
No fault found
Bird strike
Bird strike
Bird strike
Bird Strike
Bird Strike
Bird Strike
vegetation
vegetation
No fault found
No fault found
Foreign Object
Foreign Object
Bird Strike
Bird Strike
Historic fault closed
Historic fault closed
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird Strike
Bird Strike
Bird Strike
Bird Strike
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
vegetation
vegetation
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
No fault found
Weather
Weather
Weather
Weather
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
No fault found
Foreign Object
Foreign Object
Foreign Object
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
No fault found
No fault found
OLE Equipment Failure
Bird strike
Bird strike
Bird Strike
Bird Strike
vegetation
No fault found
No fault found
No fault found
No fault found
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
vegetation
vegetation
No fault found
No fault found
Bird strike
Bird strike
Bird strike
Bird strike
Bird strike
No fault found
Bird Strike
Bird Strike
Historic fault closed
Historic fault closed
Bird Strike
Bird Strike
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
Faulty Train Unit
Faulty Train Unit
vegetation
vegetation
Water Ingress
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
No fault found
Weather
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Weather
Weather
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Suspect bird strike
No fault found
No fault found
No fault found
No fault found
Bird strike
Bird strike
No fault found
No fault found
No fault found
No fault found
No fault found
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Bird Strike
Bird Strike
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
vegetation
vegetation
Weather
Weather
No fault found
No fault found
Bird Strike
Bird Strike
Bird Strike
No fault found
vegetation
OLE Equipment Failure
Bird Strike
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
Bird Strike
No fault found
No fault found
vegetation
vegetation
vegetation
Weather
Weather
No fault found
No fault found
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Water Ingress
Water Ingress
Weather
Weather
No fault found
No fault found
No fault found
Weather
Weather
No fault found
No fault found
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
No fault found
No fault found
vegetation
vegetation
Bird Strike
Bird Strike
No fault found
No fault found
vegetation
vegetation
vegetation
vegetation
vegetation
Weather
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
No fault found
Bird nest 
Bird nest 
Bird nest 
Bird nest 
Bird nest 
Bird nest 
Bird nest 
Bird nest 
Bird nest 
Bird nest 
OLE Equipment Failure
Bird nest 
Bird nest 
OLE Equipment Failure
OLE Equipment Failure
Bird Strike
OLE Equipment Failure
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
Bird Strike
Bird Strike
vegetation
vegetation
Weather
Weather
No fault found
No fault found
No fault found
No fault found
No fault found
vegetation
vegetation
Historic fault closed
Historic fault closed
Historic fault closed
vegetation
vegetation
vegetation
vegetation
vegetation
Historic fault closed
Historic fault closed
OLE Equipment Failure
No fault found
No fault found
vegetation
vegetation
vegetation
Bird strike
Bird strike
OLE Equipment Failure
No fault found
No fault found
Suspect bird strike
Suspect bird strike
OLE Equipment Failure
OLE Equipment Failure
Faulty Train Unit
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
OLE Equipment Failure
Bird Strike
Bird Strike
vegetation
vegetation
Historic fault closed
Historic fault closed
Historic fault closed
Historic fault closed
No fault found
No fault found
No fault found
No fault found
Historic fault closed
Historic fault closed
vegetation
vegetation
vegetation
vegetation
vegetation
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
Historic fault closed
Historic fault closed
vegetation
vegetation
vegetation
vegetation
Weather
Weather
Bird Strike
Bird Strike
vegetation
vegetation
vegetation
vegetation
vegetation
No fault found
No fault found
OLE Equipment Failure
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
Bird nest 
Bird nest 
Bird strike
Bird strike
No fault found
Distribution
No fault found
No fault found
No fault found
No fault found
No fault found
No fault found
Bird Strike
Bird Strike
OLE Equipment Failure
Bird Strike
Bird Strike
Bird strike
Bird strike
No fault found
No fault found
Bird nest 
Bird nest 
Other Discipline/ Third Party
Bird strike
OLE Equipment Failure
OLE Equipment Failure
No fault found
No fault found
Overload
Overload
Other Discipline/ Third Party
Other Discipline/ Third Party
Other Discipline/ Third Party
Bird strike
Bird strike
Bird strike
Bird Strike
Bird Strike
